seqnames	start	end	width	strand	fold_change	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	gene_symbol
chr3	12884387	12886902	2516	*	0.691391406243831	0.00289813115766308	Promoter (<=1kb)	3	12877522	12885211	7690	2	105376955	ENST00000448129.1	0	ENSG00000232746	LINC02022	long intergenic non-protein coding RNA 2022	LINC02022
chr1	1063736	1066044	2309	*	1.07103796056933	0.00290286979361061	Promoter (<=1kb)	1	1064495	1066274	1780	1	100288175	ENST00000433695.1	0	ENSG00000291156	LOC100288175	uncharacterized LOC100288175	LOC100288175
chr11	61595250	61600410	5161	*	0.666754301334773	0.00290286979361061	Exon (ENST00000667359.1/101927495, exon 2 of 4)	11	61590913	61606158	15246	1	101927495	ENST00000669779.1	4337	ENSG00000250230	LOC101927495	uncharacterized LOC101927495	LOC101927495
chr3	12980861	12984606	3746	*	0.685927641737904	0.00290323120878966	Promoter (2-3kb)	3	12900577	12987036	86460	2	9922	ENST00000618604.4	2430	ENSG00000144711	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	IQSEC1
chr6	37564501	37564965	465	*	0.855328035969314	0.00290410791816323	Distal Intergenic	6	37555365	37555422	58	2	100616413	ENST00000579627.1	-9079	ENSG00000263926	MIR4462	microRNA 4462	MIR4462
chr11	70142470	70147735	5266	*	0.675496341356679	0.00290634649653245	Promoter (<=1kb)	11	70141594	70161642	20049	1	55107	ENST00000531300.1	876	ENSG00000131620	ANO1	anoctamin 1	ANO1
chr22	48893127	48894120	994	*	0.930014213687602	0.00291009515610286	Promoter (<=1kb)	22	48892713	48897220	4508	1	100128946	ENST00000660776.1	414	ENSG00000205632	LINC01310	long intergenic non-protein coding RNA 1310	LINC01310
chr16	66841593	66851747	10155	*	0.651032544356954	0.00291121517261929	Promoter (<=1kb)	16	66844414	66854147	9734	1	766	ENST00000338437.7	0	ENSG00000168748	CA7	carbonic anhydrase 7	CA7
chr22	50161157	50162905	1749	*	0.904025516368358	0.00291176943869343	3' UTR	22	50170731	50180292	9562	1	56666	ENST00000159647.9	-7826	ENSG00000073150	PANX2	pannexin 2	PANX2
chr8	142445132	142447892	2761	*	1.07089445650483	0.00291269052294358	Promoter (1-2kb)	8	142449430	142545009	95580	1	575	ENST00000643448.1	-1538	ENSG00000181790	ADGRB1	adhesion G protein-coupled receptor B1	ADGRB1
chr1	65065035	65066139	1105	*	0.847067199114366	0.00291329138881366	Promoter (1-2kb)	1	64869409	65067614	198206	2	3716	ENST00000699263.1	1475	ENSG00000162434	JAK1	Janus kinase 1	JAK1
chr5	178515259	178517213	1955	*	0.834884417517283	0.0029156713134705	Intron (ENST00000679896.1/91522, intron 2 of 27)	5	178237476	178562238	324763	2	91522	ENST00000679896.1	45025	ENSG00000050767	COL23A1	collagen type XXIII alpha 1 chain	COL23A1
chr11	14972809	14974852	2044	*	0.861463373455771	0.0029156713134705	Promoter (<=1kb)	11	14966622	14972354	5733	2	796	ENST00000706042.1	-455	ENSG00000110680	CALCA	calcitonin related polypeptide alpha	CALCA
chr5	73277462	73284580	7119	*	0.614314786415342	0.00291642403010807	Intron (ENST00000515556.6/124901002, intron 1 of 3)	5	73337906	73338533	628	1	105379033	ENST00000511174.1	-53326	NA	LINC02230	long intergenic non-protein coding RNA 2230	LINC02230
chr17	8397355	8399351	1997	*	0.687786825468236	0.00291793387246192	Promoter (<=1kb)	17	8390702	8397827	7126	2	643904	ENST00000399398.3	0	ENSG00000189051	RNF222	ring finger protein 222	RNF222
chrX	70442331	70447104	4774	*	0.669842716598968	0.00291941373371384	Promoter (<=1kb)	23	70444835	70505490	60656	1	1741	ENST00000374360.8	0	ENSG00000082458	DLG3	discs large MAGUK scaffold protein 3	DLG3
chr11	71088854	71090604	1751	*	0.888500238106652	0.0029219202493912	Promoter (1-2kb)	11	70896385	71092477	196093	2	22941	ENST00000618363.4	1873	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	SHANK2
chr17	82780003	82782182	2180	*	0.755695671517535	0.00292292315900846	3' UTR	17	82763041	82769861	6821	1	6904	ENST00000682934.1	16962	ENSG00000141556	TBCD	tubulin folding cofactor D	TBCD
chr2	120810282	120815739	5458	*	0.621306080951208	0.00292326083230288	Intron (ENST00000482119.6/2736, intron 2 of 3)	2	120797345	120975034	177690	1	2736	ENST00000433812.1	12937	ENSG00000074047	GLI2	GLI family zinc finger 2	GLI2
chr1	5826678	5828711	2034	*	0.807589265637158	0.00292560014935189	Distal Intergenic	1	5862672	5862741	70	2	100616421	ENST00000582517.1	34030	ENSG00000264101	MIR4689	microRNA 4689	MIR4689
chr14	20721280	20722701	1422	*	0.949345941846756	0.00292560014935189	Exon (ENST00000557256.2/ENST00000557256.2, exon 1 of 2)	14	20693480	20707120	13641	2	116435281	ENST00000554286.1	-14160	ENSG00000258451	EGILA	EGFR interacting lncRNA	EGILA
chr6	148404761	148407596	2836	*	0.690418421829775	0.00292855142324591	Intron (ENST00000367469.5/23328, intron 2 of 3)	6	148440358	148469111	28754	1	23328	ENST00000470750.1	-32762	ENSG00000111961	SASH1	SAM and SH3 domain containing 1	SASH1
chr6	43256879	43257926	1048	*	0.830756418438227	0.00292924799287926	Exon (ENST00000259750.9/84630, exon 10 of 15)	6	43247989	43272626	24638	1	84630	ENST00000304139.6	8890	ENSG00000146216	TTBK1	tau tubulin kinase 1	TTBK1
chr15	68324744	68327886	3143	*	0.683328176917652	0.0029299467235916	Exon (ENST00000315757.9/22801, exon 17 of 30)	15	68331078	68336100	5023	2	22801	ENST00000569346.5	8214	ENSG00000137809	ITGA11	integrin subunit alpha 11	ITGA11
chr20	673156	677152	3997	*	0.676652702805816	0.00293429492176629	Promoter (<=1kb)	20	646626	675800	29175	2	140809	ENST00000488788.2	0	ENSG00000271303	SRXN1	sulfiredoxin 1	SRXN1
chr1	179587610	179590789	3180	*	0.709572642341476	0.00293564705925461	Promoter (<=1kb)	1	179591613	179691270	99658	1	163589	ENST00000367614.5	-824	ENSG00000162782	TDRD5	tudor domain containing 5	TDRD5
chr20	23125573	23128809	3237	*	0.662017610178672	0.00294055970307851	Exon (ENST00000443744.2/200261, exon 3 of 4)	20	23125068	23132631	7564	2	200261	ENST00000443744.2	3822	ENSG00000233746	LINC00656	long intergenic non-protein coding RNA 656	LINC00656
chr11	134586940	134589057	2118	*	0.915005309525183	0.00294265327180471	Distal Intergenic	11	134563396	134573056	9661	1	124902799	ENST00000532652.1	23544	NA	LOC124902799	uncharacterized LOC124902799	LOC124902799
chr7	131542773	131545232	2460	*	0.687050718087906	0.00294307948221195	Intron (ENST00000446198.5/5420, intron 1 of 6)	7	131500262	131556563	56302	2	5420	ENST00000446198.5	11331	ENSG00000128567	PODXL	podocalyxin like	PODXL
chr2	217897549	217900544	2996	*	0.668157976341823	0.00294355711678387	Promoter (<=1kb)	2	217900513	217900628	116	2	102465485	ENST00000612189.1	84	ENSG00000275458	MIR6809	microRNA 6809	MIR6809
chr6	13165926	13171517	5592	*	0.630334414203087	0.0029461142854295	Intron (ENST00000693693.1/221692, intron 6 of 9)	6	13160208	13277660	117453	1	221692	ENST00000674953.1	5718	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	PHACTR1
chr1	204149694	204152846	3153	*	0.693111107512556	0.00294666876317854	Promoter (<=1kb)	1	204131062	204151894	20833	2	55224	ENST00000367201.7	0	ENSG00000143845	ETNK2	ethanolamine kinase 2	ETNK2
chr2	128346479	128348717	2239	*	0.780204527740589	0.00294748221161257	Distal Intergenic	2	128265480	128318868	53389	2	9394	ENST00000259241.7	-27611	ENSG00000136720	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	HS6ST1
chr15	91122145	91123193	1049	*	0.814740096092233	0.00295105505232271	Intron (ENST00000545111.6/9899, intron 1 of 11)	15	91101828	91251926	150099	1	9899	ENST00000557291.1	20317	ENSG00000185518	SV2B	synaptic vesicle glycoprotein 2B	SV2B
chr11	76635198	76641328	6131	*	0.602773605696686	0.0029523845783096	Distal Intergenic	11	76607923	76630465	22543	2	101928813	ENST00000656117.1	-4733	NA	LINC02757	long intergenic non-protein coding RNA 2757	LINC02757
chr10	99234593	99237247	2655	*	0.703900805709445	0.00295365630549126	Promoter (<=1kb)	10	98457077	99235852	778776	2	60495	ENST00000370552.8	0	ENSG00000172987	HPSE2	heparanase 2 (inactive)	HPSE2
chr16	57667086	57670185	3100	*	0.671125407262912	0.00295520294594137	Promoter (<=1kb)	16	57668277	57678282	10006	1	222487	ENST00000568245.5	0	ENSG00000182885	ADGRG3	adhesion G protein-coupled receptor G3	ADGRG3
chr17	4784203	4788926	4724	*	0.617670719490395	0.00295847519584925	Promoter (<=1kb)	17	4785285	4786364	1080	2	284013	ENST00000328739.6	0	ENSG00000182853	VMO1	vitelline membrane outer layer 1 homolog	VMO1
chr7	138698420	138701841	3422	*	0.717826052086661	0.00295861880782803	Promoter (<=1kb)	7	138594285	138701352	107068	2	136306	ENST00000421622.5	0	ENSG00000157703	SVOPL	SVOP like	SVOPL
chr4	17707371	17710962	3592	*	0.72691263272324	0.00295861880782803	Exon (ENST00000265018.4/27146, exon 2 of 18)	4	17629306	17781621	152316	2	27146	ENST00000265018.4	70659	ENSG00000047662	FAM184B	family with sequence similarity 184 member B	FAM184B
chr2	239012672	239013558	887	*	0.921804229371956	0.00295877102120385	Distal Intergenic	2	239053046	239066981	13936	2	9759	ENST00000430200.1	53423	ENSG00000068024	HDAC4	histone deacetylase 4	HDAC4
chr9	128419299	128423056	3758	*	0.78423926543954	0.00295962808754634	Promoter (<=1kb)	9	128419607	128428423	8817	1	51148	ENST00000420512.5	0	ENSG00000167123	CERCAM	cerebral endothelial cell adhesion molecule	CERCAM
chr22	39149881	39151836	1956	*	0.792231137033072	0.0029598428264269	Promoter (<=1kb)	22	39120167	39149832	29666	2	23492	ENST00000475962.5	-49	ENSG00000100307	CBX7	chromobox 7	CBX7
chr1	9495030	9497091	2062	*	0.726658825155817	0.00296157222804379	Distal Intergenic	1	9539465	9585173	45709	1	84275	ENST00000302692.7	-42374	ENSG00000171612	SLC25A33	solute carrier family 25 member 33	SLC25A33
chr6	167485030	167488740	3711	*	0.655116410094553	0.00296474392915011	Distal Intergenic	6	167377859	167384510	6652	2	6953	ENST00000491085.1	-100520	ENSG00000290751	TCP10L3	t-complex 10 like 3 (pseudogene)	TCP10L3
chr10	70142913	70146654	3742	*	0.685728036531717	0.002964998433341	Promoter (<=1kb)	10	70137981	70144835	6855	2	219743	ENST00000494143.5	0	ENSG00000156521	TYSND1	trypsin like peroxisomal matrix peptidase 1	TYSND1
chr1	9416455	9419078	2624	*	0.739281334842354	0.00296627243786638	Distal Intergenic	1	9426975	9428916	1942	2	100506022	ENST00000641507.1	9838	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606	LINC02606
chr6	34019183	34025840	6658	*	0.679930713012965	0.00296969278258985	3' UTR	6	33999972	34000051	80	2	100302123	ENST00000408770.1	-19132	ENSG00000221697	MIR1275	microRNA 1275	MIR1275
chr20	31846326	31846982	657	*	0.702668505376098	0.0029718781602403	Promoter (<=1kb)	20	31844303	31845604	1302	2	2307	ENST00000375978.5	-722	ENSG00000179772	FOXS1	forkhead box S1	FOXS1
chr16	84932470	84934305	1836	*	0.749125589087063	0.0029718781602403	Intron (ENST00000569104.1/105371379, intron 1 of 2)	16	84928353	84939603	11251	1	105371379	ENST00000569104.1	4117	NA	LINC02176	long intergenic non-protein coding RNA 2176	LINC02176
chr5	6454329	6457197	2869	*	0.609751257235678	0.00297768421200884	Intron (ENST00000399816.4/134111, intron 1 of 1)	5	6448859	6496723	47865	1	134111	ENST00000399816.4	5470	ENSG00000215218	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	UBE2QL1
chr4	560326	562188	1863	*	0.756420162352198	0.00297791573397829	Distal Intergenic	4	573880	576295	2416	2	112441426	ENST00000610212.3	14107	ENSG00000273238	TMEM271	transmembrane protein 271	TMEM271
chr19	18438607	18441375	2769	*	0.65654150887735	0.00298081337945009	Promoter (<=1kb)	19	18434809	18438167	3359	2	51477	ENST00000457269.8	-440	ENSG00000105655	ISYNA1	inositol-3-phosphate synthase 1	ISYNA1
chr15	93035998	93037988	1991	*	0.684512740287811	0.00298194268958784	3' UTR	15	93044749	93058841	14093	2	56963	ENST00000650169.1	20853	ENSG00000182175	RGMA	repulsive guidance molecule BMP co-receptor a	RGMA
chr5	178055634	178059319	3686	*	0.689648640134389	0.00298254132059297	Promoter (1-2kb)	5	178053872	178055559	1688	1	653316	ENST00000515878.1	1762	ENSG00000204677	FAM153CP	protein FAM153C	FAM153CP
chr4	6440561	6442176	1616	*	0.793306207577193	0.00298254132059297	Intron (ENST00000382599.9/5522, intron 1 of 8)	4	6323046	6421118	98073	2	5522	ENST00000515571.5	-19443	ENSG00000074211	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma	PPP2R2C
chr3	53835704	53837694	1991	*	0.860490479858204	0.00298445305122592	Intron (ENST00000315251.11/55349, intron 2 of 8)	3	53823544	53844617	21074	2	55349	ENST00000481668.5	6923	ENSG00000016391	CHDH	choline dehydrogenase	CHDH
chr2	239475310	239476648	1339	*	0.881814211221662	0.00299024892396106	Intron (ENST00000701432.1/ENST00000701432.1, intron 1 of 1)	2	239493587	239496697	3111	2	124908011	ENST00000668894.1	20049	ENSG00000288082	LOC124908011	uncharacterized LOC124908011	LOC124908011
chr15	58526422	58530327	3906	*	0.679222775239202	0.00299052675662019	Intron (ENST00000356113.10/3990, intron 3 of 10)	15	58541748	58548572	6825	1	3990	ENST00000560664.1	-11421	ENSG00000166035	LIPC	lipase C, hepatic type	LIPC
chr3	24829458	24830803	1346	*	0.8971008308992	0.00299385220115681	Promoter (<=1kb)	3	24829340	25597918	768579	1	5915	ENST00000688892.1	118	ENSG00000077092	RARB	retinoic acid receptor beta	RARB
chr7	129552939	129557393	4455	*	0.59336866723794	0.00299601190140432	Distal Intergenic	7	129502792	129512638	9847	1	100287482	ENST00000488846.1	50147	ENSG00000240204	SMKR1	small lysine rich protein 1	SMKR1
chr19	3148700	3150243	1544	*	0.854240633977833	0.00299613509982668	Promoter (<=1kb)	19	3149840	3155826	5987	1	2769	ENST00000586082.1	0	ENSG00000060558	GNA15	G protein subunit alpha 15	GNA15
chr15	78679012	78683005	3994	*	0.704344669993999	0.00299879941808967	Intron (ENST00000569846.1/ENST00000569846.1, intron 2 of 3)	15	78629353	78660532	31180	2	1143	ENST00000559849.5	-18480	ENSG00000117971	CHRNB4	cholinergic receptor nicotinic beta 4 subunit	CHRNB4
chr2	8581217	8583467	2251	*	0.721622792739798	0.00299927062295974	Promoter (<=1kb)	2	8570208	8581608	11401	2	101929567	ENST00000662379.1	0	ENSG00000236008	LINC01814	long intergenic non-protein coding RNA 1814	LINC01814
chr7	158175527	158177047	1521	*	0.92151660354911	0.00299927062295974	Intron (ENST00000389413.7/5799, intron 5 of 21)	7	157987169	157989456	2288	1	105375613	ENST00000649505.1	188358	NA	LOC105375613	uncharacterized LOC105375613	LOC105375613
chr8	47180377	47180765	389	*	0.972989700350075	0.00299986321273182	Intron (ENST00000509729.3/105375817, intron 1 of 9)	8	47189305	47189560	256	1	100287846	ENST00000521874.1	-8540	NA	LOC100287846	uncharacterized LOC100287846	LOC100287846
chr8	144414378	144418617	4240	*	1.09751951379429	0.00300954574087671	Promoter (<=1kb)	8	144412414	144416512	4099	2	55630	ENST00000276833.9	0	ENSG00000147804	SLC39A4	solute carrier family 39 member 4	SLC39A4
chr7	27168746	27169313	568	*	1.02409975057243	0.00301216572774391	Promoter (<=1kb)	7	27168899	27171915	3017	1	100874323	ENST00000519935.1	0	ENSG00000253187	HOXA10-AS	HOXA10 antisense RNA	HOXA10-AS
chr12	121747463	121749243	1781	*	0.814886724749174	0.00301310941745274	Promoter (2-3kb)	12	121752129	121776158	24030	1	144404	ENST00000540377.1	-2886	ENSG00000188735	TMEM120B	transmembrane protein 120B	TMEM120B
chr19	16944022	16945470	1449	*	0.835783842996649	0.00301328636143129	Intron (ENST00000651564.2/27151, intron 22 of 41)	19	16951989	16971125	19137	2	27151	ENST00000602159.1	25655	ENSG00000160111	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	CPAMD8
chr12	57025906	57027372	1467	*	0.813645956584308	0.00301358033574349	Promoter (1-2kb)	12	57012378	57028883	16506	2	6866	ENST00000415231.1	1511	ENSG00000166863	TAC3	tachykinin precursor 3	TAC3
chr17	42779424	42782443	3020	*	0.705342871469598	0.00301449584097358	Promoter (<=1kb)	17	42780610	42797066	16457	1	65266	ENST00000246914.10	0	ENSG00000126562	WNK4	WNK lysine deficient protein kinase 4	WNK4
chr5	138643315	138644924	1610	*	0.688224430694004	0.00301547657597015	Intron (ENST00000517980.5/1495, intron 1 of 5)	5	138663837	138783353	119517	1	1495	ENST00000524127.5	-18913	ENSG00000044115	CTNNA1	catenin alpha 1	CTNNA1
chr9	136293988	136294729	742	*	0.834560071478328	0.00301591051579546	Intron (ENST00000638797.2/399693, intron 4 of 25)	9	136281385	136304070	22686	2	399693	ENST00000563590.2	9341	ENSG00000260220	CCDC187	coiled-coil domain containing 187	CCDC187
chrX	65549997	65555774	5778	*	0.681922600018136	0.00301630046759855	Promoter (<=1kb)	23	65550898	65552421	1524	2	83957	ENST00000440433.1	0	ENSG00000227942	FRMD8P1	FERM domain containing 8 pseudogene 1	FRMD8P1
chr10	71559566	71562458	2893	*	0.658347469389946	0.00301870817625921	Intron (ENST00000224721.12/64072, intron 6 of 69)	10	71551031	71553693	2663	2	105378355	ENST00000689198.1	-5873	ENSG00000289362	LOC105378355	uncharacterized LOC105378355	LOC105378355
chrX	154487020	154490970	3951	*	0.713395563713051	0.00302212749460708	Promoter (<=1kb)	23	154487306	154490614	3309	2	8273	ENST00000369649.8	0	ENSG00000126903	SLC10A3	solute carrier family 10 member 3	SLC10A3
chr7	6538631	6539592	962	*	0.83552645804991	0.00302299742748032	Promoter (1-2kb)	7	6497462	6536897	39436	2	392862	ENST00000452113.5	-1734	ENSG00000215045	GRID2IP	Grid2 interacting protein	GRID2IP
chr2	239607516	239612152	4637	*	0.662897109140914	0.00303112423021277	Distal Intergenic	2	239578301	239586094	7794	1	401040	ENST00000358775.1	29215	ENSG00000196758	LINC02991	long intergenic non-protein coding RNA 2991	LINC02991
chr2	1148689	1151100	2412	*	0.810878755557565	0.00303112423021277	Intron (ENST00000308624.10/54221, intron 6 of 16)	2	1163247	1220057	56811	1	54221	ENST00000467759.5	-12147	ENSG00000172554	SNTG2	syntrophin gamma 2	SNTG2
chr10	123472398	123474906	2509	*	0.759290082347769	0.00303125675399633	Intron (ENST00000448347.5/105378531, intron 4 of 4)	10	123482997	123524441	41445	1	105378531	ENST00000665978.1	-8091	ENSG00000286344	LINC02641	long intergenic non-protein coding RNA 2641	LINC02641
chr1	158181051	158183288	2238	*	0.771922347535031	0.00303228386692687	Promoter (<=1kb)	1	158181036	158182846	1811	1	912	ENST00000674047.1	15	ENSG00000158473	CD1D	CD1d molecule	CD1D
chr11	69808016	69810764	2749	*	0.679162654377557	0.00303256929964322	3' UTR	11	69809990	69817550	7561	2	2248	ENST00000646078.1	6786	ENSG00000186895	FGF3	fibroblast growth factor 3	FGF3
chr15	61073513	61077110	3598	*	0.685182605667061	0.00303265396592894	Intron (ENST00000335670.11/6095, intron 1 of 10)	15	60511294	61229133	717840	2	6095	ENST00000551975.5	152023	ENSG00000069667	RORA	RAR related orphan receptor A	RORA
chr7	98752099	98755734	3636	*	0.651316997500705	0.00303265396592894	Distal Intergenic	7	98846501	98866946	20446	2	222865	ENST00000450876.5	111212	ENSG00000166448	TMEM130	transmembrane protein 130	TMEM130
chr16	53664	57712	4049	*	0.717585779639812	0.00303265396592894	Promoter (<=1kb)	16	53828	57669	3842	1	79622	ENST00000293861.8	0	ENSG00000161981	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	SNRNP25
chr2	70871081	70873988	2908	*	0.619964911445557	0.00303265396592894	Distal Intergenic	2	70887871	70889959	2089	1	104355141	ENST00000449073.2	-13883	ENSG00000237751	LINC01143	long intergenic non-protein coding RNA 1143	LINC01143
chr1	16764011	16767045	3035	*	0.745743839554566	0.00303301830191422	Promoter (<=1kb)	1	16755307	16764480	9174	2	11223	ENST00000624762.3	0	ENSG00000186715	MST1L	macrophage stimulating 1 like (pseudogene)	MST1L
chr2	11539523	11542621	3099	*	0.612031212410854	0.00303625511564592	Promoter (<=1kb)	2	11540605	11540677	73	2	100616469	ENST00000580105.1	0	ENSG00000264010	MIR4429	microRNA 4429	MIR4429
chr15	92493446	92497013	3568	*	0.705061012275635	0.00303625511564592	Intron (ENST00000624458.1/145858, intron 2 of 2)	15	92471921	92500842	28922	1	145858	ENST00000556865.1	21525	ENSG00000183643	C15orf32	chromosome 15 putative open reading frame 32	C15orf32
chr17	2851313	2852160	848	*	0.726814398130381	0.00303821654722295	Promoter (1-2kb)	17	2853673	3034207	180535	1	23108	ENST00000697391.1	-1513	ENSG00000132359	RAP1GAP2	RAP1 GTPase activating protein 2	RAP1GAP2
