gene_symbol	annotation	fold_change	FDR	distance_to_TSS
LINC01548	Distal Intergenic	0.675665120550171	0.00227372802614525	20871
PMEPA1	Distal Intergenic	0.675658448217427	0.00760779340109169	-11764
NOTCH3	Promoter (1-2kb)	0.675650945234937	0.000955382818888436	1262
BUD13	Distal Intergenic	0.675581447632607	0.00520189778679144	51250
MIR4425	Distal Intergenic	0.675549413612383	0.00209543864250483	-13381
KRT14	Distal Intergenic	0.675521261436636	0.00225614124632474	-5823
CYP1A2	Promoter (<=1kb)	0.675510454000688	0.00148497552297768	0
ANO1	Promoter (<=1kb)	0.675496341356679	0.00290634649653245	876
LOC105375587	Promoter (<=1kb)	0.67548209962411	0.00207337627505556	0
IL2RB	Promoter (2-3kb)	0.675466864605775	0.0120211616749343	2727
RTN4RL2	Promoter (<=1kb)	0.675419676444547	0.000941452352722494	-481
VIPR1	Distal Intergenic	0.675397342565239	0.00942618784456228	-14742
KAZN	Intron (ENST00000636203.1/23254, intron 3 of 16)	0.675390489033593	0.0203829148532553	36223
CARD11	Intron (ENST00000396946.9/84433, intron 1 of 24)	0.675381309220504	0.00555079959900163	26547
KAZN	Intron (ENST00000636203.1/23254, intron 3 of 16)	0.675366396764806	0.0400652487743323	4150
LINC01973	Distal Intergenic	0.675357760266076	0.00510511841961816	35989
GNRH2	Promoter (<=1kb)	0.675320309358858	0.00304723500147821	0
MASP1	Distal Intergenic	0.675288617157219	0.00207471305470466	-20131
KRT9	Promoter (<=1kb)	0.67523030430482	0.0138788509466822	0
IQSEC1	Intron (ENST00000648114.1/9922, intron 2 of 15)	0.675227365887351	0.00156487738910149	-17749
LINC02681	Promoter (<=1kb)	0.675218237554895	0.00442075401712743	0
TREM2	Exon (ENST00000702590.1/ENST00000702590.1, exon 3 of 3)	0.675202259910753	0.021936530097082	-12914
LINC00917	Promoter (<=1kb)	0.67519403456987	0.0379310476967812	491
TSKS	Intron (ENST00000246801.8/60385, intron 2 of 10)	0.675169565127418	0.0096015985114593	4489
MMP20-AS1	Promoter (<=1kb)	0.675160727650917	0.00739362301494919	0
LOC105376223	Intron (ENST00000428292.1/105376223, intron 2 of 2)	0.675108351375063	0.0200129303612187	19735
GPR55	Exon (ENST00000637275.1/ENST00000637275.1, exon 3 of 3)	0.675083233612167	0.00188911714466352	-4494
FAM89A	Distal Intergenic	0.6749961674047	0.0183687697074975	-35102
MIIP	Distal Intergenic	0.674988612536645	0.000907229530713752	6572
SPATA2L	Promoter (1-2kb)	0.674974677121932	0.0483758708509199	1421
LOC102724467	Intron (ENST00000561567.1/ENST00000561567.1, intron 1 of 1)	0.674965835983892	0.0357460927868138	-15501
AHSP	Promoter (<=1kb)	0.674955603342014	0.0362138838324772	785
TMEM38A	Promoter (<=1kb)	0.674943272151295	0.00513496177701908	0
LINC00904	Promoter (<=1kb)	0.674920982079682	0.0179055396176486	0
LINC01992	Intron (ENST00000661257.1/105371708, intron 2 of 4)	0.674896877068358	0.00986161852082823	8382
ALPL	3' UTR	0.674808066794622	0.00987814050552903	3433
SMAD2	Distal Intergenic	0.674742290911097	0.00186012722879709	-87792
MIR551A	Intron (ENST00000356575.9/1953, intron 4 of 36)	0.674740430827858	0.00319872593172468	-12736
SPSB1	Intron (ENST00000328089.11/80176, intron 1 of 2)	0.674718403190875	0.00739262253250513	-12890
SLC9A1	Distal Intergenic	0.674717658739834	0.0140068590517401	31505
ZNF488	Distal Intergenic	0.674673810860555	0.0112311114889266	-24967
IL2RB	Exon (ENST00000419128.1/ENST00000419128.1, exon 1 of 2)	0.674662180239666	0.00580767698036663	7717
SPACA3	Distal Intergenic	0.674629987774977	0.00200410264176572	-5878
TFCP2L1	Distal Intergenic	0.674623710060794	0.0011830429836692	79721
ST6GAL1	Promoter (1-2kb)	0.6746129430513	0.0385798626397579	-1700
IUR1	Intron (ENST00000660457.1/ENST00000660457.1, intron 2 of 2)	0.674595102066635	0.0259207268110412	13654
PIGU	Promoter (<=1kb)	0.674585987027975	0.00447616694856275	0
ERICH1	Distal Intergenic	0.67450926580251	0.0127364920761047	37391
AGPAT4	Promoter (2-3kb)	0.674373848186127	0.0119146977435899	-2080
SDHAF3	Distal Intergenic	0.674247370132198	0.0311603650214845	137392
PPFIA3	Promoter (<=1kb)	0.674231534823357	0.00407888757392742	0
LOC122455340	Promoter (<=1kb)	0.674201378027405	0.00372002985760783	0
MSI1	Promoter (<=1kb)	0.674178821120074	0.00186164289969864	-783
MIR4743	Exon (ENST00000256413.8/9811, exon 4 of 12)	0.674140893366584	0.00669917142383682	-5976
MIR4486	Intron (ENST00000360655.8/89797, intron 1 of 37)	0.674110480941968	0.00330105059782031	-21836
SLC29A3	Exon (ENST00000335350.10/219699, exon 11 of 17)	0.674093727136845	0.00450803827237377	-25581
ERBB2	Promoter (<=1kb)	0.674077294688289	0.0204391287610549	-134
PCAT29	Intron (ENST00000646247.2/145837, intron 7 of 12)	0.674076574105561	0.0108255500956396	-4097
UPF1	Promoter (<=1kb)	0.674004159239571	0.00646657314997484	880
TMPRSS4	Promoter (<=1kb)	0.673961764801126	0.00733466031353989	0
AQP7B	Intron (ENST00000696092.1/100509620, intron 3 of 3)	0.673955768816535	0.0104853606200152	3882
HSPA12A	Promoter (<=1kb)	0.673935326780126	0.0049121597053957	-692
HAAO	Promoter (<=1kb)	0.67390821785485	0.00128756445508299	0
F7	Promoter (<=1kb)	0.673846351618814	0.00491835043461106	-187
SYT5	Exon (ENST00000376350.8/5794, exon 11 of 20)	0.67382070768712	0.0215513244135833	-11368
ABCC6	Exon (ENST00000205557.12/368, exon 15 of 31)	0.673803685726432	0.00370012620657965	-4553
PBX3	Distal Intergenic	0.673802063224984	0.00665539158739579	135536
MAB21L4	3' UTR	0.673791677978467	0.0257229197505088	4647
LOC124901827	Intron (ENST00000409123.5/644150, intron 7 of 7)	0.673782543174252	0.00460756318839712	-18993
TRIM52-AS1	Exon (ENST00000412295.2/ENST00000412295.2, exon 1 of 2)	0.673735837469599	0.00363596734822379	19996
CNP	Exon (ENST00000377540.6/83538, exon 10 of 12)	0.673718516173366	0.0243405435610204	-11484
OR6B2	Distal Intergenic	0.673711785743776	0.0233253148036095	-9538
NFIC	Intron (ENST00000641145.1/4782, intron 1 of 10)	0.673619053627022	0.00385187123919879	-18811
ZNF423	Exon (ENST00000563124.1/ENST00000563124.1, exon 1 of 2)	0.67361797758358	0.00397575979083608	-61757
OLFM1	Promoter (1-2kb)	0.673607633966888	0.00549006427379278	-1386
SFRP1	Distal Intergenic	0.673607587218624	0.00695176013430515	-21902
TMEM163	Promoter (1-2kb)	0.673585224198935	0.0134443306244659	-1320
LOC150935	Intron (ENST00000650712.1/ENST00000650712.1, intron 1 of 2)	0.673541237040799	0.00587336413408719	19477
HNF1A-AS1	Intron (ENST00000619441.1/ENST00000619441.1, intron 1 of 1)	0.67351596279983	0.0147338192417842	13719
RADIL	Promoter (<=1kb)	0.673507968900044	0.00283393592728711	0
SHANK1	Promoter (2-3kb)	0.673499173860211	0.0313344425629077	2069
FCGBP	Exon (ENST00000616721.6/8857, exon 25 of 28)	0.673488717351085	0.00702921165669675	15634
HS6ST1	Distal Intergenic	0.67339125535972	0.0221869636395517	-298346
KLF13	Distal Intergenic	0.6733654278114	0.00141791736947385	-18498
RBFOX3	Intron (ENST00000583458.5/146713, intron 1 of 13)	0.673299612033705	0.0017386025525098	-4720
GRIK3	Distal Intergenic	0.673290706914084	0.040448006608773	-40560
AK8	Intron (ENST00000298545.4/158067, intron 10 of 12)	0.673271949347103	0.00556798942576664	63608
RBM5	Intron (ENST00000437204.1/100129060, intron 2 of 3)	0.673264753600399	0.0173687301559313	9772
PAXX	Promoter (2-3kb)	0.673253615877583	0.0342579947762642	-2413
ZNF787	Promoter (<=1kb)	0.673248691204549	0.0115168477641968	870
SIRT2	3' UTR	0.673221709505308	0.019240927867561	3046
LINC00242	Distal Intergenic	0.673209240801101	0.00518303661538755	-66391
LOC105376686	Distal Intergenic	0.673160872152004	0.00211284092021724	-29753
PPP2R3B	Distal Intergenic	0.673155732841957	0.0150264139351186	-26319
GALNT16-AS1	Intron (ENST00000554317.5/57452, intron 2 of 2)	0.673094936192054	0.0182288315635409	-6245
PCSK6	Promoter (<=1kb)	0.673079531175398	0.00186885973780326	0
ATP13A2	Promoter (<=1kb)	0.673005079714537	0.0106480699379522	0
PACRG-AS1	Promoter (<=1kb)	0.672999202325498	0.0204712120548934	0
TJP2	Promoter (<=1kb)	0.672961297391723	0.0025449457675359	0
ALLC	Exon (ENST00000487365.5/78989, exon 3 of 6)	0.672951759788838	0.0130074810081331	-19627
CYC1	Promoter (<=1kb)	0.672944779635968	0.00444217793981375	0
MAG	Exon (ENST00000361922.8/4099, exon 7 of 12)	0.67292289840782	0.00164283017855241	-4504
ATP12A	Exon (ENST00000381946.5/479, exon 12 of 23)	0.672859970554786	0.0156614714740723	18135
UPK1A	Promoter (<=1kb)	0.672856554849601	0.00138483472218342	0
HUNK	Exon (ENST00000270112.7/30811, exon 6 of 11)	0.672805660459019	0.0298741750863543	-5163
PCSK9	Distal Intergenic	0.672797372822426	0.019409358006224	-5505
ADGRA1	Intron (ENST00000392607.8/84435, intron 5 of 6)	0.672793881412505	0.00942813363763772	5776
CACNA1E	Intron (ENST00000524607.6/777, intron 8 of 11)	0.672720513483162	0.00526938926275978	-84427
SEMA6B	Distal Intergenic	0.672656384071911	0.0043634009176124	-6623
LOC102724417	Intron (ENST00000420428.7/56853, intron 1 of 12)	0.672637784314276	0.038384751063352	-17898
TMEM270	3' UTR	0.672583376949958	0.00207567769096535	4191
LINC02205	Distal Intergenic	0.672569865104527	0.00495238633058779	54057
OTOS	Exon (ENST00000664975.1/ENST00000664975.1, exon 1 of 2)	0.672566246078224	0.00256761647694958	-33625
MATN1	Promoter (1-2kb)	0.672539823669304	0.0244812255709627	1750
COLEC11	Promoter (2-3kb)	0.672516284805565	0.00198349707820337	2693
C1orf127	Distal Intergenic	0.672515236350078	0.00536902801491246	67326
PVALB	Intron (ENST00000216200.9/5816, intron 4 of 4)	0.672503667694763	0.0179838425250862	7984
CAMK2A	Exon (ENST00000524041.1/6534, exon 15 of 16)	0.672503466672888	0.00113263353871282	5820
PROKR1	Promoter (<=1kb)	0.672496903657331	0.000973339389428022	0
SMOC2	Intron (ENST00000354536.9/64094, intron 9 of 12)	0.672496480112568	0.00146769021364852	-21664
INHBB	Distal Intergenic	0.672419216381401	0.0182609479838301	59065
DPEP2NB	Intron (ENST00000571081.6/54920, intron 1 of 4)	0.672417421016394	0.0138568042787517	5079
HTR3A	Distal Intergenic	0.672382117463878	0.00389888478644596	17894
LINC02793	Intron (ENST00000424084.1/ENST00000424084.1, intron 2 of 2)	0.672335691365981	0.0013154700235979	20648
SCML1	Distal Intergenic	0.672333605708659	0.028555917915269	43108
LINC02702	Distal Intergenic	0.672327017171346	0.00173195387598824	52917
IMPDH1	Distal Intergenic	0.67228363450429	0.00154294442429251	4321
DPP6	Intron (ENST00000706130.1/1804, intron 17 of 26)	0.672237761280686	0.000698386706989795	25830
MYBPH	3' UTR	0.672121608834945	0.0161814471771219	9010
LOC124906031	Distal Intergenic	0.672102857327977	0.0251414657209985	-44189
ACOXL	Intron (ENST00000676595.2/55289, intron 15 of 18)	0.672087893983679	0.016039098301466	27215
LINC02762	Intron (ENST00000504610.2/283140, intron 2 of 3)	0.672083726471769	0.0293464574842852	12584
MGLL	Intron (ENST00000453507.7/11343, intron 3 of 6)	0.672028839504242	0.00710008858752861	18220
HTR3E	Exon (ENST00000445553.1/ENST00000445553.1, exon 5 of 9)	0.672028032373275	0.00488550961302334	-12863
LOC100996681	Promoter (<=1kb)	0.67197549510834	0.00888509369665003	-672
MYCBPAP	Promoter (<=1kb)	0.671968751634728	0.00103254247883208	0
TRPM4	Distal Intergenic	0.671936751880796	0.0017200680354348	29871
GGT1	Promoter (1-2kb)	0.671893190534452	0.0396086925427759	1140
CTDP1-DT	Intron (ENST00000317008.4/284241, intron 2 of 4)	0.671892829093252	0.0494108212706643	29068
LINC02731	Distal Intergenic	0.671834047414173	0.00482691470676012	-30077
COBL	Exon (ENST00000418553.1/ENST00000418553.1, exon 1 of 1)	0.671741063231478	0.0258589557108982	-65456
UNCX	Distal Intergenic	0.671708534728704	0.00195652107852298	-4773
ARHGEF10L	Distal Intergenic	0.671701963307446	0.0406475820830763	-22758
NRXN3	Promoter (<=1kb)	0.671693153381377	0.00789227623697161	0
CCSER2	Distal Intergenic	0.671684231585775	0.0061398877564995	148013
MIR4786	3' UTR	0.671675605886376	0.00583013634616375	48795
DGKG	Exon (ENST00000265022.8/1608, exon 12 of 25)	0.671632014683434	0.00122006962762219	3512
TAC4	Promoter (<=1kb)	0.671631595020521	0.000557615991568993	0
MFSD12	Promoter (<=1kb)	0.67155701674831	0.00573315969503409	0
MUC4	Promoter (<=1kb)	0.67155372380785	0.00273219414827933	-871
ZNF341	3' UTR	0.671539514876981	0.013284770180637	-4090
LCOR	Exon (ENST00000266058.9/6585, exon 31 of 37)	0.671538000293769	0.0081160078454771	61404
TTLL12	Downstream (<=300bp)	0.671448386534549	0.0151766812180794	5809
PRRX2-AS1	Distal Intergenic	0.671443482828847	0.00993687339929611	-7135
MORN5	Promoter (<=1kb)	0.671442703035225	0.0131269198362466	0
PLLP	Promoter (<=1kb)	0.671438170438687	0.00159443230385473	-228
MED9	Distal Intergenic	0.67139363717826	0.00111415124350639	-26082
IKZF1	Intron (ENST00000698573.1/10320, intron 3 of 4)	0.671378162827428	0.00440636282135403	-7292
LOC124903951	Exon (ENST00000667136.1/339263, exon 5 of 7)	0.671370766236887	0.00206487807241087	-18196
BNIP2	Distal Intergenic	0.67117658698346	0.0391707373323236	-68267
MYL2	3' UTR	0.671161586193602	0.00767406269240778	4385
DNAJC17	Promoter (<=1kb)	0.671129588949555	0.00612380986940108	0
AQP1	Promoter (<=1kb)	0.671126056826648	0.00143805577286114	0
ADGRG3	Promoter (<=1kb)	0.671125407262912	0.00295520294594137	0
PRSS46P	Promoter (<=1kb)	0.671109217449002	0.00325681223487003	0
METTL21EP	Distal Intergenic	0.671087514335264	0.0125269073248709	32871
MSLN	Distal Intergenic	0.67103680806745	0.0152129325655293	-8711
CCNE1	Distal Intergenic	0.671008980067159	0.0138994328928657	-19474
TP53TG1	Distal Intergenic	0.670936941217856	0.0146793668969867	55527
ACVRL1	Distal Intergenic	0.670919604574848	0.0161082052626125	8376
LOC124903692	Promoter (<=1kb)	0.670862029873421	0.00197723700755972	556
LOC100129434	Exon (ENST00000407595.3/114800, exon 2 of 6)	0.670828428385973	0.0046111001643401	-3034
MLLT1	Promoter (1-2kb)	0.670825812403841	0.00627795398303028	-1621
LINC01591	Distal Intergenic	0.670822811036855	0.0445347772244847	80485
SV2B	Intron (ENST00000545111.6/9899, intron 1 of 11)	0.670798835319142	0.0117710735131004	6966
FGD5	Exon (ENST00000422657.1/ENST00000422657.1, exon 1 of 2)	0.6707882845607	0.00437543615927817	-41612
PYY	Intron (ENST00000360085.6/5697, intron 1 of 6)	0.670765246581323	0.0021382859599273	20726
CADM1	Distal Intergenic	0.6707193466978	0.0293341495657715	200242
PIEZO1	Promoter (<=1kb)	0.670697286812043	0.00160278839580324	0
OAZ2	Exon (ENST00000560387.1/124903507, exon 2 of 2)	0.670614524591449	0.00666812747782561	-13256
ETV7-AS1	5' UTR	0.670580421541342	0.00140688881401306	-12013
SLC6A9	Promoter (<=1kb)	0.670496667708879	0.000828052855034365	0
CTIF	Intron (ENST00000256413.8/9811, intron 7 of 11)	0.670465321689346	0.0220914233140279	-7552
LINC01574	Distal Intergenic	0.670464385921727	0.00536215329369743	-46127
OCA2	Intron (ENST00000353809.9/4948, intron 1 of 22)	0.670458106228652	0.0464951179225494	4119
DNAH17	Exon (ENST00000389840.7/8632, exon 24 of 81)	0.670442153149713	0.00762334748416098	-14512
KLRG2	Distal Intergenic	0.670371501708531	0.00163522017700086	-11204
AXIN1	Intron (ENST00000461023.5/8312, intron 2 of 7)	0.670357444760597	0.0428573266031759	-20367
LOC124904023	Distal Intergenic	0.670332139675617	0.0288779527243404	-11669
SLCO3A1	Intron (ENST00000561674.1/ENST00000561674.1, intron 2 of 3)	0.670318023374573	0.0128060342417389	28520
DMRTB1	Promoter (1-2kb)	0.670310607084491	0.00331158552922742	1117
LINC01343	Distal Intergenic	0.6702562289251	0.00415088524474556	-54054
KRTAP10-9	Promoter (<=1kb)	0.670240147354215	0.0479543074802424	519
LINC01603	Distal Intergenic	0.670234506446976	0.032871609292971	116357
LINC00323	Distal Intergenic	0.67022456179451	0.0211205114534159	38539
LOC105375577	Distal Intergenic	0.670222203671114	0.0279336545592155	-218017
ATP8A2	Promoter (<=1kb)	0.670182149691922	0.00221183580165673	0
LY86-AS1	Intron (ENST00000429345.5/285780, intron 3 of 7)	0.670175514568679	0.0111359096760372	68053
UNC93B1	Promoter (<=1kb)	0.670173512822335	0.0265473340335262	94
SRM	Promoter (1-2kb)	0.670170679776438	0.00506632292701927	-1897
LINC01854	Distal Intergenic	0.670152620053114	0.0332786611536602	169153
MIR4277	Distal Intergenic	0.670148510208566	0.00272500828604043	4770
GUCY2D	Promoter (<=1kb)	0.67013321471958	0.00257959648477227	0
LY6S	Promoter (2-3kb)	0.670069717677573	0.0197619690481413	-2082
GADD45B	3' UTR	0.669977410055485	0.01535636847791	40695
LNCPRESS1	Distal Intergenic	0.6699258120058	0.00190167793464674	-16347
PAX7	Distal Intergenic	0.669924793802038	0.00418350809594982	-54868
FER1L4	Promoter (<=1kb)	0.669918567171679	0.00636482076905239	-24
FAM169BP	Exon (ENST00000637259.1/ENST00000637259.1, exon 1 of 3)	0.669885145763089	0.00172119269377965	-25463
MIR4281	Promoter (1-2kb)	0.669880734487324	0.00116784798155688	1195
TSNARE1	Exon (ENST00000569285.1/ENST00000569285.1, exon 1 of 1)	0.6698726578994	0.0376754834344308	-3482
LINC01234	Intron (ENST00000661760.1/100506465, intron 2 of 3)	0.669864022918044	0.0383190822514701	37653
ZFAT	Intron (ENST00000688995.1/57623, intron 2 of 2)	0.66984831091086	0.00452029747762298	-19019
DLG3	Promoter (<=1kb)	0.669842716598968	0.00291941373371384	0
R3HDML	Distal Intergenic	0.669829441109886	0.00488081398412251	-9552
KCTD15	Promoter (1-2kb)	0.669829416088594	0.0281332888858891	-1687
LOC101929974	Distal Intergenic	0.669749822504404	0.0153303681580994	-24693
LOC105370792	Intron (ENST00000220325.9/30844, intron 5 of 5)	0.66972912250222	0.00409454372301863	9260
PALD1	Intron (ENST00000263563.7/27143, intron 18 of 19)	0.669512138287916	0.00047627242440415	9521
TSHZ3	Promoter (2-3kb)	0.669464183689709	0.00413408719325154	-2151
MIR4456	Distal Intergenic	0.669423753132987	0.005783619432456	-7809
LINC01644	Distal Intergenic	0.669417317813882	0.042087600530486	52813
KCNQ1DN	Promoter (<=1kb)	0.669376343484227	0.00348955715754997	0
PIGZ	Exon (ENST00000650936.1/ENST00000650936.1, exon 2 of 4)	0.669335258609521	0.0015867577761133	-6777
PGLYRP2	Promoter (<=1kb)	0.669301953894438	0.00836638957316113	-532
NUP210	Promoter (1-2kb)	0.669274278456386	0.0265841342800046	1193
AQP5-AS1	Promoter (<=1kb)	0.669251685621197	0.0193115482490765	0
NPPC	Distal Intergenic	0.669219102912914	0.0272541426994415	11412
LRRK1	Promoter (1-2kb)	0.669046972508199	0.00913198693434229	1918
COL23A1	Intron (ENST00000679896.1/91522, intron 3 of 27)	0.669017660536215	0.0086405606887275	-30859
SUN5	Distal Intergenic	0.669000619146621	0.0262615609708394	31535
AK8	Promoter (1-2kb)	0.668841660309769	0.00526970163237112	1457
LSINCT5	Distal Intergenic	0.668786134028563	0.0124990328181118	-254206
PTCSC2	Intron (ENST00000649461.1/101928337, intron 1 of 10)	0.668785164049305	0.00372646809143865	4262
LOC101928409	Promoter (1-2kb)	0.668749902081692	0.0342305949119762	-1814
GRM3	Distal Intergenic	0.668737946260831	0.012796399283017	-42620
RYR3	Intron (ENST00000415757.7/6263, intron 1 of 102)	0.668733211600679	0.026315045944349	69190
LOC101927272	Promoter (<=1kb)	0.668729518872356	0.00145421068175879	0
GSC	Distal Intergenic	0.668728566041541	0.0441054813146929	31008
OR2V1	Exon (ENST00000504678.1/ENST00000504678.1, exon 1 of 1)	0.668648139675029	0.0106166912175971	29272
LINC00334	Intron (ENST00000660971.1/114042, intron 1 of 2)	0.668639347141355	0.00527656022145896	10322
ROR2	Intron (ENST00000375715.5/4920, intron 1 of 12)	0.66863679134856	0.00260714991842593	-41268
LINC01742	Distal Intergenic	0.668622707070767	0.0118132119368671	-81188
IL17B	3' UTR	0.668599972212829	0.0250169397908755	4351
ATP6V0C	Promoter (<=1kb)	0.668558209547362	0.0114896423261694	-680
GLI2	Intron (ENST00000482119.6/2736, intron 1 of 3)	0.668489259619249	0.00183380865669537	-20019
LINC01234	Intron (ENST00000661760.1/100506465, intron 3 of 3)	0.668485738939526	0.0279477250392978	85470
LINC02793	Exon (ENST00000424084.1/ENST00000424084.1, exon 2 of 3)	0.668470321843873	0.00045964656960945	57025
LOC105372442	Promoter (<=1kb)	0.668468077455026	0.0264943381893805	-5
RBFOX3	Promoter (2-3kb)	0.66842573661358	0.0027418254541634	-2096
MAP3K15	Intron (ENST00000518578.5/389840, intron 19 of 29)	0.668383051250712	0.0269277774126361	-7910
TMEM249	Promoter (<=1kb)	0.668378131942694	0.00346855503017671	908
